"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.632719402E1,1.675941236E-2,9.816227108E-2,1.030224991E1,1.030273119E1
2.632915244E1,-4.788403399E-3,9.097966552E-2,1.031182671E1,1.031222916E1
2.633116124E1,-9.576806799E-3,9.576806426E-2,1.031422138E1,1.031467042E1
2.633317537E1,7.182605099E-3,8.619125932E-2,1.029027843E1,1.029064190E1
2.633515898E1,1.197100803E-2,9.337386489E-2,1.025915432E1,1.025958622E1
2.633713502E1,7.182605099E-3,9.576806426E-2,1.024239445E1,1.024284468E1
2.633915671E1,0.000000000E0,9.576806426E-2,1.021605873E1,1.021650760E1
2.634112590E1,-7.182605099E-3,1.197100878E-1,1.019690514E1,1.019761033E1
2.634312393E1,-2.394201700E-3,1.221042871E-1,1.017296314E1,1.017369620E1
2.634513806E1,1.436521020E-2,1.101332754E-1,1.017056847E1,1.017117489E1
2.634712167E1,1.197100803E-2,1.029506698E-1,1.018732834E1,1.018785556E1
2.634910528E1,2.154781483E-2,1.029506698E-1,1.022084713E1,1.022138832E1
2.635111941E1,2.394201607E-2,9.337386489E-2,1.022563553E1,1.022608986E1
2.635310302E1,2.633621916E-2,1.005564705E-1,1.022084713E1,1.022137570E1
2.635508663E1,2.154781483E-2,8.619125932E-2,1.022084713E1,1.022123326E1
2.635710076E1,1.436521020E-2,8.140286058E-2,1.022563553E1,1.022596962E1
2.635908437E1,4.788403399E-3,1.173158810E-1,1.023281765E1,1.023349124E1
2.636106798E1,1.675941236E-2,1.029506698E-1,1.021366405E1,1.021419665E1
2.636308211E1,1.436521020E-2,1.053448766E-1,1.020887566E1,1.020942927E1
2.636504217E1,2.873042040E-2,1.173158810E-1,1.022563553E1,1.022634883E1
2.636704933E1,4.070143029E-2,1.125274822E-1,1.021605873E1,1.021675952E1
2.636903498E1,2.633621916E-2,1.125274822E-1,1.021605873E1,1.021671239E1
2.637104707E1,2.154781483E-2,1.053448766E-1,1.021366405E1,1.021423004E1
2.637303068E1,2.873042040E-2,9.816227108E-2,1.023281765E1,1.023332880E1
2.637504480E1,3.351882473E-2,1.149216816E-1,1.025436592E1,1.025506465E1
2.637702841E1,3.112462163E-2,1.268926859E-1,1.026394272E1,1.026477426E1
2.637901202E1,2.873042040E-2,1.221042871E-1,1.024718285E1,1.024795058E1
2.638100194E1,2.633621916E-2,1.029506698E-1,1.022084713E1,1.022139954E1
2.638300976E1,1.915361360E-2,1.101332754E-1,1.020169353E1,1.020230597E1
2.638497967E1,2.394201607E-2,1.053448766E-1,1.018732834E1,1.018790113E1
2.638700750E1,1.915361360E-2,9.097966552E-2,1.018493366E1,1.018535801E1
2.638895790E1,1.915361360E-2,8.619125932E-2,1.019211674E1,1.019249917E1
2.639097472E1,2.154781483E-2,8.379705995E-2,1.018972206E1,1.019008940E1
2.639298885E1,4.548983276E-2,1.005564705E-1,1.016099167E1,1.016159105E1
2.639497246E1,3.351882473E-2,1.053448766E-1,1.017056847E1,1.017116925E1
2.639693060E1,3.351882473E-2,9.576806426E-2,1.017056847E1,1.017107457E1
2.639897020E1,2.633621916E-2,9.337386489E-2,1.018253994E1,1.018300211E1
2.640092090E1,4.309562966E-2,8.379705995E-2,1.022802925E1,1.022846330E1
2.640296794E1,4.788403213E-2,8.379705995E-2,1.023760605E1,1.023806097E1
2.640495155E1,3.591302410E-2,8.140286058E-2,1.023521233E1,1.023559903E1
2.640693516E1,2.633621916E-2,1.053448766E-1,1.025675964E1,1.025733443E1
2.640894928E1,2.394201607E-2,1.005564705E-1,1.025915432E1,1.025967505E1
2.641093289E1,3.351882473E-2,1.197100878E-1,1.025436592E1,1.025511943E1
2.641291650E1,2.633621916E-2,8.619125932E-2,1.028070164E1,1.028109667E1
2.641493063E1,2.394201607E-2,8.858546615E-2,1.028070164E1,1.028111116E1
2.641691424E1,1.436521020E-2,9.816227108E-2,1.026873112E1,1.026921034E1
2.641889785E1,7.182605099E-3,7.182604820E-2,1.023760605E1,1.023786053E1
2.642084621E1,1.915361360E-2,7.422025502E-2,1.022802925E1,1.022831647E1
2.642289559E1,1.915361360E-2,7.182604820E-2,1.021366405E1,1.021393456E1
2.642487920E1,9.576806799E-3,8.140286058E-2,1.022084713E1,1.022117577E1
2.642689333E1,1.675941236E-2,1.029506698E-1,1.021845245E1,1.021898480E1
2.642887694E1,1.197100803E-2,1.029506698E-1,1.022084713E1,1.022137262E1
2.643086055E1,9.576806799E-3,1.077390760E-1,1.020648193E1,1.020705505E1
2.643287468E1,1.197100803E-2,1.197100878E-1,1.018493366E1,1.018564419E1
2.643485829E1,1.197100803E-2,1.244984865E-1,1.017535686E1,1.017612552E1
2.643682783E1,4.788403399E-3,1.149216816E-1,1.018014526E1,1.018079503E1
2.643885603E1,1.197100803E-2,1.077390760E-1,1.021845245E1,1.021902743E1
2.644081383E1,2.394201700E-3,1.340752989E-1,1.023281765E1,1.023369625E1
2.644282325E1,0.000000000E0,1.244984865E-1,1.023281765E1,1.023357498E1
2.644479764E1,1.197100803E-2,1.244984865E-1,1.022324085E1,1.022400590E1
2.644682098E1,2.873042040E-2,1.197100878E-1,1.024957752E1,1.025031684E1
2.644880459E1,2.873042040E-2,1.221042871E-1,1.026394272E1,1.026470920E1
2.645081872E1,3.351882473E-2,1.077390760E-1,1.028549004E1,1.028610891E1
2.645280233E1,2.633621916E-2,9.337386489E-2,1.026873112E1,1.026918940E1
2.645478594E1,2.633621916E-2,8.379705995E-2,1.026873112E1,1.026910679E1
2.645675233E1,2.394201607E-2,7.182604820E-2,1.025436592E1,1.025464542E1
2.645878368E1,3.112462163E-2,5.985504389E-2,1.024957752E1,1.024979955E1
2.646076729E1,3.591302410E-2,5.267243832E-2,1.022802925E1,1.022822793E1
2.646278142E1,3.112462163E-2,5.027823523E-2,1.022563553E1,1.022580650E1
2.646476503E1,2.394201607E-2,7.422025502E-2,1.023521233E1,1.023550943E1
2.646674864E1,2.394201607E-2,8.379705995E-2,1.023042393E1,1.023079513E1
2.646876277E1,3.351882473E-2,8.379705995E-2,1.023281765E1,1.023321565E1
2.647074638E1,1.915361360E-2,7.422025502E-2,1.022324085E1,1.022352821E1
2.647272999E1,1.197100803E-2,7.900865376E-2,1.020887566E1,1.020918840E1
2.647474411E1,1.675941236E-2,8.858546615E-2,1.021605873E1,1.021645654E1
2.647671140E1,1.436521020E-2,9.816227108E-2,1.020887566E1,1.020935769E1
2.647871134E1,1.915361360E-2,1.340752989E-1,1.020648193E1,1.020738049E1
2.648066017E1,3.591302410E-2,1.316810995E-1,1.021127033E1,1.021218250E1
2.648270907E1,3.112462163E-2,1.460463107E-1,1.022324085E1,1.022433136E1
2.648469268E1,3.830722719E-2,1.173158810E-1,1.023042393E1,1.023116827E1
2.648670681E1,4.548983276E-2,1.101332754E-1,1.023760605E1,1.023829948E1
2.648869042E1,5.746084079E-2,1.173158810E-1,1.024000072E1,1.024083393E1
2.649067403E1,4.070143029E-2,9.337386489E-2,1.025915432E1,1.025965997E1
2.649268816E1,3.351882473E-2,9.576806426E-2,1.026633644E1,1.026683783E1
2.649467177E1,3.830722719E-2,1.005564705E-1,1.026394272E1,1.026450677E1
2.649663187E1,1.675941236E-2,9.816227108E-2,1.022084713E1,1.022133224E1
2.649866951E1,-1.915361360E-2,8.140286058E-2,1.016338634E1,1.016373038E1
2.650064425E1,-2.633621916E-2,6.464344263E-2,1.013704967E1,1.013729000E1
2.650266724E1,-2.394201607E-2,3.830722719E-2,1.012029076E1,1.012039158E1
2.650459590E1,-5.267243832E-2,2.154781483E-2,1.012747288E1,1.012763277E1
2.650663447E1,-4.548983276E-2,3.830722719E-2,1.011071396E1,1.011088886E1
2.650861594E1,-5.746084079E-2,4.788403213E-2,1.013944435E1,1.013972023E1
2.651063220E1,-4.548983276E-2,6.703764945E-2,1.031182671E1,1.031214495E1
2.651261582E1,1.436521020E-2,1.532289088E-1,1.040759468E1,1.040873251E1
2.651462994E1,4.070143029E-2,1.867477298E-1,1.037886429E1,1.038062403E1
2.651661355E1,7.182604820E-2,2.322375625E-1,1.021127033E1,1.021416345E1
2.651859716E1,6.943184882E-2,1.939303428E-1,1.011071396E1,1.011281200E1
2.652058817E1,5.985504389E-2,1.747767180E-1,1.015141487E1,1.015309576E1
2.652259490E1,5.985504389E-2,9.576806426E-2,1.025436592E1,1.025498779E1
2.652456890E1,1.675941236E-2,9.337386489E-2,1.015620327E1,1.015664632E1
2.652659264E1,-2.394201700E-3,1.053448766E-1,1.007719517E1,1.007774606E1
2.652857625E1,9.576806799E-3,1.604115069E-1,1.004846478E1,1.004974964E1
2.653055986E1,1.029506698E-1,1.915361285E-1,1.027830791E1,1.028060789E1
2.653257399E1,1.723825186E-1,2.370259613E-1,1.043871975E1,1.044283329E1
2.653455760E1,1.771709323E-1,2.489969730E-1,1.043153667E1,1.043601200E1
2.653652383E1,1.388636976E-1,2.346317619E-1,1.034295177E1,1.034654467E1
2.653855534E1,1.221042871E-1,1.268926859E-1,1.033576870E1,1.033726878E1
2.654051383E1,1.173158810E-1,6.224924326E-2,1.041717148E1,1.041801803E1
2.654252256E1,6.224924326E-2,-9.576806426E-2,1.049857426E1,1.049919558E1
2.654451740E1,4.788403399E-3,-1.675941199E-1,1.037886429E1,1.038021843E1
2.654652029E1,-1.197100803E-2,-1.843535304E-1,1.027591324E1,1.027757376E1
2.654848383E1,9.576806799E-3,-1.101332754E-1,1.013944435E1,1.014004698E1
2.655051803E1,7.422025502E-2,2.154781483E-2,1.019690514E1,1.019719801E1
2.655250164E1,1.029506698E-1,1.029506698E-1,1.028788471E1,1.028891489E1
2.655448525E1,1.244984865E-1,1.149216816E-1,1.028788471E1,1.028927980E1
2.655647033E1,1.101332754E-1,1.101332754E-1,1.025197124E1,1.025315430E1
2.655848299E1,6.943184882E-2,6.224924326E-2,1.025436592E1,1.025478991E1
2.656046660E1,4.070143029E-2,2.873042040E-2,1.028549004E1,1.028561069E1
2.656248073E1,0.000000000E0,-3.830722719E-2,1.033098030E1,1.033105132E1
2.656443240E1,-1.197100803E-2,-3.830722719E-2,1.030943298E1,1.030951110E1
2.656644795E1,-1.675941236E-2,-7.182605099E-3,1.027351952E1,1.027353570E1
2.656846208E1,9.576806799E-3,8.619125932E-2,1.023521233E1,1.023557971E1
2.657044569E1,3.351882473E-2,1.364694983E-1,1.020408726E1,1.020505484E1
2.657242930E1,4.788403213E-2,1.508347094E-1,1.019211674E1,1.019334526E1
2.657444343E1,2.633621916E-2,1.388636976E-1,1.016338634E1,1.016436908E1
2.657642704E1,1.675941236E-2,1.029506698E-1,1.018253994E1,1.018307416E1
2.657841065E1,-3.112462163E-2,4.788403213E-2,1.023281765E1,1.023297702E1
2.658038302E1,-4.309562966E-2,2.154781483E-2,1.025197124E1,1.025208447E1
2.658240838E1,-1.029506698E-1,1.915361360E-2,1.028070164E1,1.028123494E1
2.658435183E1,-1.412578970E-1,1.149216816E-1,1.025675964E1,1.025837605E1
2.658640612E1,-1.364694983E-1,1.699883193E-1,1.022084713E1,1.022317152E1
2.658837364E1,-9.816227108E-2,2.825157940E-1,1.017296314E1,1.017735870E1
2.659037334E1,-4.548983276E-2,3.112462163E-1,1.022563553E1,1.023047240E1
2.659238747E1,-5.027823523E-2,2.992752194E-1,1.025675964E1,1.026124807E1
2.659437108E1,-6.703764945E-2,2.059013397E-1,1.023521233E1,1.023750266E1
2.659633656E1,-9.576806426E-2,1.268926859E-1,1.011550236E1,1.011675152E1
2.659836882E1,-9.576806426E-2,5.985504389E-2,1.006282997E1,1.006346368E1
2.660033598E1,-7.661445439E-2,3.830722719E-2,1.008916569E1,1.008952930E1
2.660233604E1,-6.224924326E-2,3.591302410E-2,1.014662647E1,1.014688097E1
2.660431298E1,-7.900865376E-2,1.149216816E-1,1.007240677E1,1.007337220E1
2.660633378E1,-8.619125932E-2,1.675941199E-1,1.003649330E1,1.003826252E1
2.660831739E1,-7.661445439E-2,2.394201756E-1,1.003888798E1,1.004203483E1
2.661033152E1,-6.703764945E-2,2.394201756E-1,1.017056847E1,1.017360698E1
2.661231513E1,-6.224924326E-2,2.011129409E-1,1.023760605E1,1.023977046E1
2.661429874E1,-3.591302410E-2,1.005564705E-1,1.027830791E1,1.027886253E1
2.661626325E1,-2.633621916E-2,3.830722719E-2,1.028788471E1,1.028798974E1
2.661829647E1,-2.873042040E-2,2.633621916E-2,1.029746151E1,1.029753527E1
2.662027575E1,1.197100803E-2,4.548983276E-2,1.024718285E1,1.024729081E1
2.662229421E1,3.591302410E-2,9.337386489E-2,1.016578007E1,1.016627232E1
2.662422202E1,4.788403213E-2,1.436520964E-1,1.017296314E1,1.017409003E1
2.662626143E1,4.548983276E-2,1.556231081E-1,1.020648193E1,1.020776966E1
2.662822964E1,3.591302410E-2,1.508347094E-1,1.023281765E1,1.023399228E1
2.663025917E1,6.224924326E-2,1.101332754E-1,1.012029076E1,1.012108143E1
2.663224278E1,5.985504389E-2,8.379705995E-2,1.009395409E1,1.009447937E1
2.663425691E1,7.422025502E-2,1.197100803E-2,1.024718285E1,1.024745862E1
2.663622179E1,1.029506698E-1,-1.675941236E-2,1.045787334E1,1.045839350E1
2.663822413E1,1.077390760E-1,-9.576806799E-3,1.047702694E1,1.047758526E1
2.664019437E1,1.364694983E-1,6.224924326E-2,1.028788471E1,1.028897812E1
2.664222187E1,1.364694983E-1,1.244984865E-1,1.011310768E1,1.011479465E1
2.664420548E1,1.484405100E-1,1.268926859E-1,1.013704967E1,1.013893054E1
2.664621961E1,1.340752989E-1,1.077390760E-1,1.035013390E1,1.035156295E1
2.664817179E1,1.244984865E-1,7.422025502E-2,1.037647057E1,1.037748283E1
2.665018683E1,1.268926859E-1,5.985504389E-2,1.019451046E1,1.019547585E1
2.665220095E1,1.077390760E-1,7.661445439E-2,1.012507915E1,1.012594220E1
2.665418456E1,9.816227108E-2,1.053448766E-1,1.017775154E1,1.017877005E1
2.665615798E1,1.268926859E-1,1.244984865E-1,1.031422138E1,1.031575321E1
2.665818230E1,1.484405100E-1,1.364694983E-1,1.033098030E1,1.033294791E1
2.666016591E1,1.699883193E-1,1.675941199E-1,1.028309631E1,1.028586669E1
2.666214952E1,1.532289088E-1,1.771709323E-1,1.024000072E1,1.024267951E1
2.666416365E1,1.580173075E-1,1.604115069E-1,1.023760605E1,1.024008198E1
2.666614726E1,1.316810995E-1,9.576806426E-2,1.029267311E1,1.029396091E1
2.666813087E1,9.576806426E-2,3.112462163E-2,1.032858658E1,1.032907745E1
2.667014500E1,9.097966552E-2,1.915361360E-2,1.032858658E1,1.032900503E1
2.667212861E1,8.858546615E-2,2.394201607E-2,1.031661510E1,1.031702321E1
2.667411222E1,8.619125932E-2,3.351882473E-2,1.023760605E1,1.023802374E1
2.667612635E1,7.900865376E-2,6.943184882E-2,1.014423275E1,1.014477803E1
2.667810996E1,6.703764945E-2,6.703764945E-2,1.013704967E1,1.013749299E1
2.668006917E1,5.985504389E-2,5.027823523E-2,1.019690514E1,1.019720476E1
2.668210770E1,5.027823523E-2,1.197100803E-2,1.026394272E1,1.026407284E1
2.668405798E1,2.633621916E-2,-1.197100803E-2,1.027591324E1,1.027595396E1
2.668607492E1,-1.675941236E-2,-3.112462163E-2,1.022563553E1,1.022569663E1
2.668804756E1,-5.985504389E-2,4.788403399E-3,1.015141487E1,1.015159246E1
2.669007265E1,-6.943184882E-2,3.112462163E-2,1.015859795E1,1.015888290E1
2.669205626E1,-5.985504389E-2,8.140286058E-2,1.020408726E1,1.020458749E1
2.669407039E1,-4.548983276E-2,1.580173075E-1,1.021366405E1,1.021498763E1
2.669605400E1,-3.591302410E-2,1.699883193E-1,1.017056847E1,1.017205233E1
2.669806813E1,-5.027823523E-2,1.532289088E-1,1.011310768E1,1.011439341E1
2.670002333E1,-5.027823523E-2,1.292868853E-1,1.006043530E1,1.006139162E1
2.670203535E1,-6.464344263E-2,9.816227108E-2,1.015141487E1,1.015209528E1
2.670400652E1,-8.140286058E-2,7.661445439E-2,1.020408726E1,1.020469955E1
2.670603309E1,-8.619125932E-2,7.422025502E-2,1.017775154E1,1.017838710E1
2.670801670E1,-1.053448766E-1,1.077390760E-1,1.009634876E1,1.009747313E1
2.671003083E1,-9.097966552E-2,1.268926859E-1,1.008677197E1,1.008798036E1
2.671201444E1,-6.224924326E-2,1.843535304E-1,1.014902115E1,1.015088624E1
2.671399805E1,-7.182604820E-2,1.915361285E-1,1.025436592E1,1.025640607E1
2.671601218E1,-8.140286058E-2,1.556231081E-1,1.025915432E1,1.026065750E1
2.671799579E1,-8.140286058E-2,1.364694983E-1,1.023521233E1,1.023644576E1
2.671996729E1,-6.703764945E-2,1.053448766E-1,1.019690514E1,1.019766963E1
2.672199352E1,-7.182604820E-2,8.858546615E-2,1.018253994E1,1.018317858E1
2.672394098E1,-6.703764945E-2,1.053448766E-1,1.016338634E1,1.016415336E1
2.672596074E1,-5.506663769E-2,1.508347094E-1,1.013944435E1,1.014071571E1
2.672791821E1,-4.788403213E-2,1.795651317E-1,1.016817474E1,1.016987287E1
2.672995848E1,-3.830722719E-2,1.795651317E-1,1.018732834E1,1.018898276E1
2.673194209E1,-1.675941236E-2,1.747767180E-1,1.018014526E1,1.018165926E1
2.673395622E1,-2.394201700E-3,1.388636976E-1,1.013465595E1,1.013560754E1
2.673593983E1,-4.788403399E-3,1.173158810E-1,1.012507915E1,1.012575991E1
2.673792344E1,-2.154781483E-2,6.703764945E-2,1.020887566E1,1.020911850E1
2.673989590E1,-4.788403399E-3,2.873042040E-2,1.028309631E1,1.028313756E1
2.674192118E1,2.394201700E-3,2.394201607E-2,1.022563553E1,1.022566384E1
2.674387179E1,1.197100803E-2,4.788403213E-2,1.017775154E1,1.017787122E1
2.674591892E1,2.633621916E-2,1.173158810E-1,1.016099167E1,1.016170302E1
2.674786864E1,6.703764945E-2,1.364694983E-1,1.025197124E1,1.025309867E1
2.674988614E1,8.619125932E-2,1.244984865E-1,1.029985619E1,1.030096919E1
2.675190027E1,8.858546615E-2,8.140286058E-2,1.030943298E1,1.031013493E1
2.675388388E1,5.267243832E-2,3.351882473E-2,1.022084713E1,1.022103781E1
2.675586749E1,5.027823523E-2,1.436521020E-2,1.018972206E1,1.018985623E1
2.675788161E1,4.548983276E-2,-1.675941236E-2,1.019929886E1,1.019941407E1
2.675986522E1,5.027823523E-2,4.788403399E-3,1.022084713E1,1.022097191E1
2.676184883E1,5.267243832E-2,7.422025502E-2,1.024000072E1,1.024040516E1
2.676382052E1,6.464344263E-2,1.029506698E-1,1.024957752E1,1.025029839E1
2.676584657E1,8.140286058E-2,1.364694983E-1,1.025436592E1,1.025559705E1
2.676783018E1,8.858546615E-2,1.388636976E-1,1.026394272E1,1.026526428E1
2.676984431E1,9.097966552E-2,1.268926859E-1,1.027830791E1,1.027949379E1
2.677182792E1,1.053448766E-1,8.619125932E-2,1.028788471E1,1.028878508E1
2.677381153E1,8.140286058E-2,4.788403213E-2,1.031900978E1,1.031944195E1
2.677582566E1,6.224924326E-2,3.830722719E-2,1.031182671E1,1.031208575E1
2.677780927E1,3.351882473E-2,5.267243832E-2,1.024957752E1,1.024976767E1
2.677977456E1,3.112462163E-2,1.149216816E-1,1.022802925E1,1.022872221E1
2.678180701E1,3.351882473E-2,1.388636976E-1,1.024957752E1,1.025057296E1
2.678379062E1,5.985504389E-2,1.699883193E-1,1.025675964E1,1.025834280E1
2.678577423E1,7.661445439E-2,1.675941199E-1,1.023760605E1,1.023926439E1
2.678774110E1,7.182604820E-2,1.173158810E-1,1.024957752E1,1.025050054E1
2.678977196E1,6.943184882E-2,9.097966552E-2,1.023281765E1,1.023345763E1
2.679175558E1,4.309562966E-2,6.943184882E-2,1.023042393E1,1.023075030E1
2.679376970E1,1.675941236E-2,6.464344263E-2,1.028788471E1,1.028810145E1
2.679571840E1,9.576806799E-3,6.703764945E-2,1.028788471E1,1.028810758E1
2.679773692E1,2.154781483E-2,1.029506698E-1,1.024957752E1,1.025011720E1
2.679969517E1,7.182605099E-3,1.149216816E-1,1.020887566E1,1.020952500E1
2.680173466E1,1.436521020E-2,1.125274822E-1,1.020887566E1,1.020950591E1
2.680369290E1,3.830722719E-2,1.268926859E-1,1.023281765E1,1.023367609E1
2.680573240E1,4.309562966E-2,8.140286058E-2,1.029506683E1,1.029547885E1
2.680771601E1,4.788403213E-2,5.027823523E-2,1.028070164E1,1.028093609E1
2.680969962E1,2.633621916E-2,2.873042040E-2,1.024000072E1,1.024007490E1
2.681171375E1,-9.576806799E-3,1.197100803E-2,1.022084713E1,1.022085863E1
2.681369736E1,-2.154781483E-2,2.394201607E-2,1.024239445E1,1.024244510E1
2.681568097E1,-2.394201607E-2,4.788403213E-2,1.026394272E1,1.026408234E1
2.681769510E1,-1.915361360E-2,1.221042871E-1,1.027591324E1,1.027665652E1
2.681967871E1,-2.394201700E-3,1.340752989E-1,1.022802925E1,1.022890826E1
2.682166232E1,0.000000000E0,1.436520964E-1,1.020169353E1,1.020270488E1
2.682359694E1,7.182605099E-3,9.816227108E-2,1.024718285E1,1.024765552E1
2.682566006E1,-4.788403399E-3,7.661445439E-2,1.030703831E1,1.030732416E1
2.682761764E1,-4.788403399E-3,8.379705995E-2,1.029746151E1,1.029780357E1
2.682965779E1,4.788403399E-3,1.077390760E-1,1.029746151E1,1.029802623E1
2.683164140E1,-1.915361360E-2,1.221042871E-1,1.028549004E1,1.028623262E1
2.683362501E1,-1.436521020E-2,1.364694983E-1,1.024000072E1,1.024092013E1
2.683563914E1,1.197100803E-2,1.460463107E-1,1.023281765E1,1.023386681E1
2.683762275E1,2.394201607E-2,1.436520964E-1,1.023042393E1,1.023146045E1
2.683960636E1,3.351882473E-2,1.484405100E-1,1.022324085E1,1.022437341E1
2.684162049E1,2.873042040E-2,1.412578970E-1,1.023521233E1,1.023622736E1
2.684360410E1,1.436521020E-2,1.268926859E-1,1.026633644E1,1.026713066E1
2.684558771E1,3.351882473E-2,9.097966552E-2,1.023760605E1,1.023806517E1
2.684755971E1,1.915361360E-2,9.097966552E-2,1.023281765E1,1.023324002E1
2.684958545E1,2.154781483E-2,1.149216816E-1,1.030703831E1,1.030770149E1
2.685156906E1,3.112462163E-2,1.316810995E-1,1.036928749E1,1.037017028E1
2.685358319E1,2.873042040E-2,1.484405100E-1,1.036928749E1,1.037038973E1
2.685554729E1,3.591302410E-2,1.460463107E-1,1.033337498E1,1.033446940E1
2.685758092E1,4.548983276E-2,1.149216816E-1,1.025915432E1,1.025989881E1
2.685951829E1,4.070143029E-2,8.858546615E-2,1.027112484E1,1.027158749E1
2.686154814E1,3.112462163E-2,6.943184882E-2,1.030464458E1,1.030492550E1
2.686351221E1,2.873042040E-2,5.746084079E-2,1.031900978E1,1.031920976E1
2.686554588E1,7.182605099E-3,5.985504389E-2,1.023760605E1,1.023778354E1
2.686752949E1,4.788403399E-3,6.224924326E-2,1.018972206E1,1.018991333E1
2.686954362E1,1.915361360E-2,4.548983276E-2,1.016817474E1,1.016829454E1
2.687152723E1,4.309562966E-2,7.182604820E-2,1.022084713E1,1.022119035E1
2.687351084E1,4.548983276E-2,5.985504389E-2,1.026394272E1,1.026421805E1
2.687547967E1,4.548983276E-2,5.027823523E-2,1.029506683E1,1.029529010E1
2.687750858E1,5.985504389E-2,4.548983276E-2,1.021366405E1,1.021394074E1
2.687944979E1,5.027823523E-2,9.576806799E-3,1.018493366E1,1.018506226E1
2.688150632E1,4.070143029E-2,1.197100803E-2,1.020648193E1,1.020657011E1
2.688345083E1,2.633621916E-2,4.070143029E-2,1.029985619E1,1.029997027E1
2.688547354E1,3.351882473E-2,7.900865376E-2,1.034534550E1,1.034570149E1
2.688744294E1,3.591302410E-2,8.619125932E-2,1.031422138E1,1.031464403E1
2.688947128E1,3.591302410E-2,9.576806426E-2,1.020887566E1,1.020938800E1
2.689145489E1,2.394201607E-2,1.101332754E-1,1.015620327E1,1.015682861E1
2.689346901E1,4.070143029E-2,1.077390760E-1,1.017056847E1,1.017122054E1
2.689542967E1,3.591302410E-2,9.576806426E-2,1.022084713E1,1.022135888E1
2.689746675E1,-2.394201700E-3,8.858546615E-2,1.024957752E1,1.024996061E1
2.689941590E1,-1.197100803E-2,9.816227108E-2,1.023042393E1,1.023090186E1
2.690143397E1,-2.394201607E-2,1.101332754E-1,1.017296314E1,1.017358745E1
2.690341758E1,-3.351882473E-2,1.268926859E-1,1.013465595E1,1.013550574E1
2.690543171E1,-2.873042040E-2,1.508347094E-1,1.020887566E1,1.021003030E1
2.690741532E1,-1.675941236E-2,1.484405100E-1,1.024478912E1,1.024587818E1
2.690942945E1,1.915361360E-2,1.364694983E-1,1.023760605E1,1.023853351E1
2.691141306E1,7.182605099E-3,1.340752989E-1,1.016338634E1,1.016427320E1
2.691339667E1,7.182605099E-3,1.244984865E-1,1.011550236E1,1.011627102E1
2.691541080E1,4.788403399E-3,9.337386489E-2,1.007719517E1,1.007762889E1
2.691739441E1,-1.197100803E-2,8.858546615E-2,1.015620327E1,1.015659665E1
2.691934002E1,-1.436521020E-2,1.053448766E-1,1.018493366E1,1.018548858E1
2.692139215E1,-4.788403399E-3,1.340752989E-1,1.020408726E1,1.020496918E1
2.692336494E1,-1.197100803E-2,1.771709323E-1,1.015380955E1,1.015536219E1
2.692538988E1,7.182605099E-3,1.628057212E-1,1.014902115E1,1.015032943E1
2.692734394E1,9.576806799E-3,1.436520964E-1,1.016578007E1,1.016679950E1
2.692935710E1,4.788403399E-3,1.077390760E-1,1.019690514E1,1.019747542E1
2.693134071E1,7.182605099E-3,7.661445439E-2,1.022084713E1,1.022113680E1
2.693335484E1,1.675941236E-2,6.703764945E-2,1.021127033E1,1.021150414E1
2.693531894E1,-1.675941236E-2,7.422025502E-2,1.017296314E1,1.017324769E1
2.693735258E1,-2.633621916E-2,8.619125932E-2,1.013704967E1,1.013745030E1
2.693929306E1,-2.394201607E-2,9.576806426E-2,1.015380955E1,1.015428939E1
2.694131980E1,-2.394201700E-3,1.053448766E-1,1.017775154E1,1.017829699E1
2.694333393E1,7.182605099E-3,9.337386489E-2,1.017056847E1,1.017099962E1
2.694531754E1,7.182605099E-3,7.661445439E-2,1.016578007E1,1.016607130E1
2.694728406E1,9.576806799E-3,5.746084079E-2,1.016338634E1,1.016355329E1
2.694931528E1,3.112462163E-2,3.112462163E-2,1.018493366E1,1.018502878E1
2.695129889E1,2.633621916E-2,9.576806799E-3,1.018493366E1,1.018497221E1
2.695328250E1,1.675941236E-2,2.633621916E-2,1.018732834E1,1.018737617E1
2.695529662E1,2.154781483E-2,7.661445439E-2,1.019211674E1,1.019242747E1
2.695728024E1,4.309562966E-2,1.221042871E-1,1.018493366E1,1.018575674E1
2.695926385E1,5.267243832E-2,1.364694983E-1,1.017296314E1,1.017401481E1
2.696127797E1,8.140286058E-2,1.484405100E-1,1.012507915E1,1.012649440E1
2.696326158E1,8.858546615E-2,1.484405100E-1,1.013465595E1,1.013613009E1
2.696524519E1,8.379705995E-2,1.316810995E-1,1.015620327E1,1.015740256E1
2.696720175E1,8.140286058E-2,1.149216816E-1,1.019690514E1,1.019787761E1
2.696924293E1,6.703764945E-2,9.816227108E-2,1.021605873E1,1.021675026E1
2.697122654E1,4.548983276E-2,1.005564705E-1,1.020648193E1,1.020707864E1
2.697324067E1,3.830722719E-2,1.197100878E-1,1.020887566E1,1.020964936E1
2.697517490E1,5.506663769E-2,1.364694983E-1,1.021845245E1,1.021951206E1
2.697720789E1,6.703764945E-2,1.580173075E-1,1.024000072E1,1.024143927E1
2.697916717E1,7.422025502E-2,1.580173075E-1,1.024718285E1,1.024866988E1
2.698120563E1,7.661445439E-2,1.388636976E-1,1.026633644E1,1.026756139E1
