"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.431039030E-1,2.633621916E-2,9.576806426E-2,9.852140427E0,9.852641073E0
6.449408460E-1,3.351882473E-2,9.337386489E-2,9.854534149E0,9.855033510E0
6.471016410E-1,1.197100803E-2,8.140286058E-2,9.844957352E0,9.845301163E0
6.490180000E-1,2.394201607E-2,8.619125932E-2,9.842563629E0,9.842970128E0
6.510993800E-1,2.633621916E-2,9.816227108E-2,9.835380554E0,9.835905656E0
6.529498070E-1,3.351882473E-2,7.182604820E-2,9.821015358E0,9.821335202E0
6.550666000E-1,4.788403213E-2,9.097966552E-2,9.823410034E0,9.823948029E0
6.569486530E-1,3.351882473E-2,1.005564705E-1,9.818621635E0,9.819193752E0
6.590643370E-1,2.873042040E-2,1.053448766E-1,9.813833237E0,9.814440676E0
6.608803840E-1,2.633621916E-2,1.005564705E-1,9.811438560E0,9.811989188E0
6.630620760E-1,2.394201607E-2,1.053448766E-1,9.818621635E0,9.819215935E0
6.648684610E-1,2.154781483E-2,1.029506698E-1,9.813833237E0,9.814396871E0
6.670292960E-1,9.576806799E-3,9.097966552E-2,9.809044838E0,9.809471426E0
6.689456150E-1,1.436521020E-2,8.619125932E-2,9.797073364E0,9.797463029E0
6.710270340E-1,2.154781483E-2,8.858546615E-2,9.811438560E0,9.811862123E0
6.728238070E-1,4.788403399E-3,8.379705995E-2,9.806650162E0,9.807009344E0
6.750247730E-1,2.394201700E-3,9.097966552E-2,9.811438560E0,9.811860662E0
6.768907690E-1,2.394201700E-3,7.182604820E-2,9.813833237E0,9.814096368E0
6.789919930E-1,1.436521020E-2,7.900865376E-2,9.816226959E0,9.816555427E0
6.808170000E-1,9.576806799E-3,9.576806426E-2,9.816226959E0,9.816698781E0
6.829897310E-1,1.675941236E-2,9.337386489E-2,9.813833237E0,9.814291740E0
6.848049230E-1,1.436521020E-2,7.661445439E-2,9.821015358E0,9.821324697E0
6.869874690E-1,-9.576806799E-3,7.661445439E-2,9.821015358E0,9.821318860E0
6.888991920E-1,0.000000000E0,8.379705995E-2,9.818621635E0,9.818979212E0
6.909546900E-1,4.788403399E-3,8.619125932E-2,9.821015358E0,9.821394734E0
6.927845770E-1,-9.576806799E-3,9.816227108E-2,9.830592155E0,9.831086902E0
6.949524270E-1,-1.197100803E-2,1.005564705E-1,9.832986832E0,9.833508272E0
6.967615000E-1,-7.182605099E-3,9.097966552E-2,9.832986832E0,9.833410340E0
6.989501660E-1,2.154781483E-2,7.900865376E-2,9.830592155E0,9.830933262E0
7.007606150E-1,2.394201607E-2,7.900865376E-2,9.840168953E0,9.840515261E0
7.029173860E-1,1.675941236E-2,6.943184882E-2,9.830592155E0,9.830851631E0
7.047482300E-1,1.675941236E-2,8.379705995E-2,9.828198433E0,9.828569950E0
7.069151250E-1,2.154781483E-2,7.900865376E-2,9.832986832E0,9.833327855E0
7.088359230E-1,4.070143029E-2,8.619125932E-2,9.837775230E0,9.838236988E0
7.109128630E-1,3.830722719E-2,9.337386489E-2,9.840168953E0,9.840686518E0
7.127182300E-1,4.548983276E-2,8.858546615E-2,9.830592155E0,9.831096523E0
7.148800830E-1,3.830722719E-2,9.097966552E-2,9.818621635E0,9.819117861E0
7.166943070E-1,3.112462163E-2,9.337386489E-2,9.823410034E0,9.823903100E0
7.188778220E-1,2.633621916E-2,6.943184882E-2,9.818621635E0,9.818902444E0
7.206709610E-1,4.309562966E-2,7.182604820E-2,9.813833237E0,9.814190696E0
7.228755590E-1,4.309562966E-2,8.379705995E-2,9.811438560E0,9.811891041E0
7.246918840E-1,3.830722719E-2,8.619125932E-2,9.804255486E0,9.804709175E0
7.268427790E-1,3.351882473E-2,1.077390760E-1,9.813833237E0,9.814481852E0
7.287807690E-1,3.112462163E-2,1.101332754E-1,9.809044838E0,9.809712468E0
7.308405180E-1,3.591302410E-2,1.125274822E-1,9.797073364E0,9.797785397E0
7.326557690E-1,4.309562966E-2,1.197100878E-1,9.801861763E0,9.802687476E0
7.348382560E-1,3.351882473E-2,1.029506698E-1,9.823410034E0,9.824006670E0
7.366548070E-1,3.591302410E-2,8.858546615E-2,9.821015358E0,9.821480530E0
7.388054760E-1,4.070143029E-2,9.816227108E-2,9.809044838E0,9.809620435E0
7.406389230E-1,3.830722719E-2,1.053448766E-1,9.809044838E0,9.809685297E0
7.428032150E-1,3.351882473E-2,1.077390760E-1,9.818621635E0,9.819269934E0
7.446248460E-1,2.394201607E-2,1.077390760E-1,9.832986832E0,9.833606203E0
7.468009530E-1,1.675941236E-2,1.197100878E-1,9.823410034E0,9.824153708E0
7.487845630E-1,2.394201607E-2,9.097966552E-2,9.828198433E0,9.828648684E0
7.507681730E-1,2.154781483E-2,8.140286058E-2,9.828198433E0,9.828559160E0
7.525931530E-1,3.112462163E-2,8.379705995E-2,9.823410034E0,9.823816742E0
7.547659110E-1,1.915361360E-2,8.140286058E-2,9.835380554E0,9.835736065E0
7.565743460E-1,1.915361360E-2,9.337386489E-2,9.823410034E0,9.823872467E0
7.587636490E-1,2.394201607E-2,9.576806426E-2,9.818621635E0,9.819117861E0
7.605583840E-1,1.675941236E-2,8.858546615E-2,9.811438560E0,9.811852776E0
7.627308690E-1,9.576806799E-3,7.182604820E-2,9.811438560E0,9.811706137E0
7.645493460E-1,2.394201700E-3,6.464344263E-2,9.813833237E0,9.814046429E0
7.667286080E-1,1.915361360E-2,6.943184882E-2,9.830592155E0,9.830856004E0
7.686277300E-1,1.915361360E-2,7.422025502E-2,9.835380554E0,9.835679242E0
7.707263460E-1,2.394201607E-2,7.900865376E-2,9.842563629E0,9.842909853E0
7.725143840E-1,1.675941236E-2,7.422025502E-2,9.825803757E0,9.826098360E0
7.746935660E-1,4.788403399E-3,7.900865376E-2,9.832986832E0,9.833305412E0
7.765036530E-1,4.788403399E-3,8.858546615E-2,9.840168953E0,9.840568852E0
7.786913050E-1,1.197100803E-2,7.661445439E-2,9.828198433E0,9.828504338E0
7.804943070E-1,2.633621916E-2,8.619125932E-2,9.823410034E0,9.823823453E0
7.826890420E-1,3.591302410E-2,8.379705995E-2,9.811438560E0,9.811862123E0
7.844887690E-1,2.633621916E-2,6.703764945E-2,9.804255486E0,9.804520043E0
7.866562630E-1,1.675941236E-2,6.943184882E-2,9.804255486E0,9.804515658E0
7.885765380E-1,9.576806799E-3,8.140286058E-2,9.799467087E0,9.799809862E0
7.906540010E-1,1.436521020E-2,8.379705995E-2,9.818621635E0,9.818989720E0
7.924579230E-1,1.915361360E-2,6.943184882E-2,9.816226959E0,9.816491194E0
7.946517390E-1,1.197100803E-2,7.900865376E-2,9.818621635E0,9.818946812E0
7.964391150E-1,1.675941236E-2,8.858546615E-2,9.816226959E0,9.816640972E0
7.986189590E-1,3.591302410E-2,7.900865376E-2,9.809044838E0,9.809428768E0
8.004426150E-1,2.394201607E-2,7.661445439E-2,9.813833237E0,9.814161492E0
8.026166980E-1,2.633621916E-2,7.661445439E-2,9.821015358E0,9.821349502E0
8.044301530E-1,1.197100803E-2,8.379705995E-2,9.818621635E0,9.818986509E0
8.066144360E-1,2.633621916E-2,9.097966552E-2,9.818621635E0,9.819078456E0
8.085047300E-1,2.154781483E-2,9.337386489E-2,9.816226959E0,9.816694693E0
8.105816560E-1,2.154781483E-2,9.576806426E-2,9.828198433E0,9.828688634E0
8.125295000E-1,2.873042040E-2,7.900865376E-2,9.830592155E0,9.830951629E0
8.145793950E-1,3.112462163E-2,8.140286058E-2,9.818621635E0,9.819008401E0
8.164329610E-1,2.873042040E-2,9.097966552E-2,9.811438560E0,9.811902433E0
8.185771320E-1,1.915361360E-2,7.900865376E-2,9.825803757E0,9.826140071E0
8.203620380E-1,2.873042040E-2,7.182604820E-2,9.837775230E0,9.838079381E0
8.225748700E-1,2.394201607E-2,6.703764945E-2,9.828198433E0,9.828456222E0
8.243525760E-1,7.182605099E-3,7.661445439E-2,9.821015358E0,9.821316817E0
8.265420910E-1,2.394201700E-3,7.422025502E-2,9.825803757E0,9.826084360E0
8.284463460E-1,-4.788403399E-3,8.379705995E-2,9.813833237E0,9.814192156E0
8.305398290E-1,1.436521020E-2,8.619125932E-2,9.806650162E0,9.807039446E0
8.323596150E-1,1.436521020E-2,8.858546615E-2,9.789890289E0,9.790301610E0
8.345375670E-1,2.154781483E-2,9.576806426E-2,9.792284966E0,9.792776964E0
8.363215380E-1,9.576806799E-3,1.077390760E-1,9.823410034E0,9.824005503E0
8.385047880E-1,2.154781483E-2,1.053448766E-1,9.821015358E0,9.821603968E0
8.403155380E-1,2.873042040E-2,8.619125932E-2,9.823410034E0,9.823830163E0
8.425025260E-1,3.591302410E-2,1.005564705E-1,9.825803757E0,9.826383913E0
8.443140000E-1,2.394201607E-2,1.125274822E-1,9.816226959E0,9.816901108E0
8.465002630E-1,3.591302410E-2,1.197100878E-1,9.818621635E0,9.819417043E0
8.483925380E-1,4.070143029E-2,1.268926859E-1,9.818621635E0,9.819525914E0
8.504980010E-1,1.436521020E-2,1.436520964E-1,9.816226959E0,9.817288526E0
8.523148840E-1,2.633621916E-2,1.125274822E-1,9.818621635E0,9.819301750E0
8.544652220E-1,3.351882473E-2,1.077390760E-1,9.825803757E0,9.826451582E0
8.562755000E-1,2.633621916E-2,1.173158810E-1,9.832986832E0,9.833721912E0
8.584629600E-1,2.873042040E-2,1.221042871E-1,9.825803757E0,9.826604417E0
8.602662300E-1,2.394201607E-2,1.221042871E-1,9.828198433E0,9.828986067E0
8.624606980E-1,1.197100803E-2,1.244984865E-1,9.830592155E0,9.831387761E0
8.642394610E-1,1.436521020E-2,1.053448766E-1,9.828198433E0,9.828773491E0
8.664279190E-1,7.182605099E-3,1.029506698E-1,9.830592155E0,9.831133839E0
8.683310760E-1,4.788403399E-3,9.337386489E-2,9.818621635E0,9.819066780E0
8.704256570E-1,1.197100803E-2,9.816227108E-2,9.804255486E0,9.804754192E0
8.722246920E-1,1.915361360E-2,8.379705995E-2,9.794678688E0,9.795055866E0
8.744233940E-1,2.154781483E-2,9.337386489E-2,9.806650162E0,9.807118353E0
8.761999230E-1,3.830722719E-2,9.816227108E-2,9.825803757E0,9.826368746E0
8.783906150E-1,2.633621916E-2,7.661445439E-2,9.835380554E0,9.835714210E0
8.801827690E-1,3.351882473E-2,6.943184882E-2,9.830592155E0,9.830894487E0
8.823883530E-1,5.027823523E-2,6.464344263E-2,9.832986832E0,9.833327855E0
8.841762690E-1,5.027823523E-2,7.182604820E-2,9.832986832E0,9.833377696E0
8.863860910E-1,3.351882473E-2,7.182604820E-2,9.828198433E0,9.828518043E0
8.882805380E-1,2.873042040E-2,7.182604820E-2,9.821015358E0,9.821320027E0
8.903533120E-1,9.576806799E-3,6.943184882E-2,9.813833237E0,9.814083518E0
8.922399990E-1,9.576806799E-3,6.943184882E-2,9.830592155E0,9.830842010E0
8.943510500E-1,1.915361360E-2,6.224924326E-2,9.830592155E0,9.830807899E0
8.962899230E-1,3.591302410E-2,6.703764945E-2,9.811438560E0,9.811733303E0
8.983182710E-1,2.633621916E-2,6.703764945E-2,9.811438560E0,9.811702924E0
9.001428460E-1,2.154781483E-2,7.422025502E-2,9.813833237E0,9.814137545E0
9.023160090E-1,2.394201607E-2,8.619125932E-2,9.806650162E0,9.807058150E0
9.041293070E-1,2.633621916E-2,9.816227108E-2,9.809044838E0,9.809571349E0
9.063137460E-1,3.112462163E-2,9.816227108E-2,9.818621635E0,9.819161644E0
9.082596150E-1,3.112462163E-2,7.900865376E-2,9.828198433E0,9.828565284E0
9.102809680E-1,4.788403213E-2,7.661445439E-2,9.825803757E0,9.826219116E0
9.121533460E-1,3.112462163E-2,1.077390760E-1,9.811438560E0,9.812079447E0
9.142787050E-1,2.394201607E-2,1.005564705E-1,9.813833237E0,9.814377597E0
9.161080380E-1,2.394201607E-2,7.661445439E-2,9.804255486E0,9.804584062E0
9.182764430E-1,1.915361360E-2,9.097966552E-2,9.816226959E0,9.816667249E0
9.200760380E-1,2.154781483E-2,9.816227108E-2,9.813833237E0,9.814347810E0
9.222436640E-1,2.154781483E-2,9.576806426E-2,9.828198433E0,9.828688634E0
9.240538460E-1,3.112462163E-2,8.619125932E-2,9.835380554E0,9.835807456E0
9.262414020E-1,3.591302410E-2,9.816227108E-2,9.823410034E0,9.823966117E0
9.281678070E-1,3.112462163E-2,1.005564705E-1,9.818621635E0,9.819185871E0
9.302391400E-1,2.873042040E-2,1.077390760E-1,9.823410034E0,9.824042846E0
9.320378460E-1,2.154781483E-2,9.816227108E-2,9.832986832E0,9.833500403E0
9.342063610E-1,7.182605099E-3,8.619125932E-2,9.837775230E0,9.838155417E0
9.360099610E-1,-4.788403399E-3,9.097966552E-2,9.844957352E0,9.845378890E0
9.382040990E-1,2.633621916E-2,7.422025502E-2,9.837775230E0,9.838090451E0
9.400216530E-1,3.591302410E-2,6.703764945E-2,9.828198433E0,9.828492673E0
9.422018360E-1,2.873042040E-2,8.140286058E-2,9.818621635E0,9.819001104E0
9.440016920E-1,2.394201607E-2,6.943184882E-2,9.825803757E0,9.826078234E0
9.461690570E-1,1.915361360E-2,8.379705995E-2,9.821015358E0,9.821391524E0
9.481001530E-1,1.197100803E-2,9.337386489E-2,9.825803757E0,9.826254701E0
9.501667950E-1,1.197100803E-2,7.900865376E-2,9.828198433E0,9.828523292E0
9.519770380E-1,1.915361360E-2,8.619125932E-2,9.818621635E0,9.819018618E0
9.541645330E-1,2.873042040E-2,1.029506698E-1,9.816226959E0,9.816808850E0
9.559817690E-1,2.154781483E-2,1.029506698E-1,9.809044838E0,9.809608748E0
9.581317540E-1,2.873042040E-2,9.816227108E-2,9.806650162E0,9.807183523E0
9.599429230E-1,2.394201607E-2,1.029506698E-1,9.813833237E0,9.814402420E0
9.621294920E-1,1.436521020E-2,1.053448766E-1,9.825803757E0,9.826378955E0
9.639798460E-1,1.197100803E-2,1.053448766E-1,9.816226959E0,9.816799507E0
9.661272300E-1,1.915361360E-2,1.005564705E-1,9.816226959E0,9.816760677E0
9.681108400E-1,3.112462163E-2,9.337386489E-2,9.811438560E0,9.811932228E0
9.700944510E-1,3.351882473E-2,9.576806426E-2,9.809044838E0,9.809569596E0
9.719690380E-1,3.112462163E-2,9.337386489E-2,9.811438560E0,9.811932228E0
9.740921880E-1,1.436521020E-2,9.337386489E-2,9.809044838E0,9.809499767E0
9.759164990E-1,3.112462163E-2,9.576806426E-2,9.809044838E0,9.809561708E0
9.780899260E-1,3.112462163E-2,9.576806426E-2,9.809044838E0,9.809561708E0
9.798814990E-1,2.873042040E-2,1.005564705E-1,9.811438560E0,9.811995906E0
9.820571470E-1,3.112462163E-2,8.379705995E-2,9.804255486E0,9.804662988E0
9.838993460E-1,4.070143029E-2,9.337386489E-2,9.813833237E0,9.814361828E0
9.860548850E-1,4.070143029E-2,9.816227108E-2,9.811438560E0,9.812014017E0
9.879830380E-1,2.873042040E-2,9.816227108E-2,9.813833237E0,9.814366208E0
9.900526230E-1,2.154781483E-2,9.816227108E-2,9.821015358E0,9.821529555E0
9.918410380E-1,2.633621916E-2,9.097966552E-2,9.830592155E0,9.831048419E0
9.940198440E-1,1.675941236E-2,9.097966552E-2,9.837775230E0,9.838210186E0
9.958817300E-1,1.915361360E-2,9.576806426E-2,9.823410034E0,9.823895515E0
9.980175820E-1,1.675941236E-2,9.097966552E-2,9.818621635E0,9.819057439E0
9.998410760E-1,3.112462163E-2,9.337386489E-2,9.806650162E0,9.807144070E0
1.002015319E0,3.830722719E-2,9.576806426E-2,9.818621635E0,9.819163395E0
1.003813538E0,3.351882473E-2,8.379705995E-2,9.823410034E0,9.823824620E0
1.005982541E0,3.351882473E-2,7.182604820E-2,9.823410034E0,9.823729800E0
1.007919884E0,9.576806799E-3,7.661445439E-2,9.801861763E0,9.802165858E0
1.009980278E0,1.915361360E-2,8.858546615E-2,9.804255486E0,9.804674389E0
1.011795461E0,1.436521020E-2,7.900865376E-2,9.806650162E0,9.806978950E0
1.013978016E0,1.915361360E-2,6.464344263E-2,9.804255486E0,9.804487302E0
1.015799461E0,1.915361360E-2,6.943184882E-2,9.818621635E0,9.818885806E0
1.017945237E0,3.112462163E-2,6.943184882E-2,9.825803757E0,9.826098360E0
1.019777961E0,3.591302410E-2,5.985504389E-2,9.811438560E0,9.811686858E0
1.021942975E0,2.633621916E-2,6.224924326E-2,9.813833237E0,9.814065995E0
1.023767769E0,1.197100803E-2,6.464344263E-2,9.811438560E0,9.811658815E0
1.025940713E0,7.182605099E-3,8.379705995E-2,9.797073364E0,9.797434360E0
1.027846769E0,4.788403399E-3,8.379705995E-2,9.801861763E0,9.802221121E0
1.029907934E0,7.182605099E-3,8.140286058E-2,9.811438560E0,9.811778872E0
1.031773846E0,4.788403399E-3,8.379705995E-2,9.816226959E0,9.816585791E0
1.033905672E0,4.788403399E-3,8.140286058E-2,9.799467087E0,9.799806352E0
1.035718961E0,9.576806799E-3,9.337386489E-2,9.816226959E0,9.816675716E0
1.037903409E0,2.154781483E-2,1.029506698E-1,9.823410034E0,9.823973119E0
1.039713807E0,1.675941236E-2,1.077390760E-1,9.809044838E0,9.809650820E0
1.041870630E0,1.436521020E-2,1.005564705E-1,9.813833237E0,9.814358907E0
1.043720422E0,9.576806799E-3,1.005564705E-1,9.818621635E0,9.819141212E0
1.045868368E0,2.633621916E-2,1.101332754E-1,9.823410034E0,9.824062685E0
1.047827384E0,1.915361360E-2,1.125274822E-1,9.823410034E0,9.824073188E0
1.049866106E0,2.154781483E-2,8.858546615E-2,9.818621635E0,9.819044888E0
1.051695922E0,2.873042040E-2,8.379705995E-2,9.811438560E0,9.811838462E0
1.053833327E0,2.633621916E-2,9.337386489E-2,9.811438560E0,9.811918207E0
1.055660922E0,3.112462163E-2,1.029506698E-1,9.835380554E0,9.835968596E0
1.057831065E0,3.591302410E-2,1.053448766E-1,9.837775230E0,9.838404788E0
1.059680115E0,3.112462163E-2,1.029506698E-1,9.835380554E0,9.835968596E0
1.061828803E0,3.591302410E-2,9.337386489E-2,9.835380554E0,9.835889338E0
1.063623769E0,2.873042040E-2,1.005564705E-1,9.832986832E0,9.833542956E0
1.065796024E0,2.394201607E-2,1.053448766E-1,9.832986832E0,9.833580263E0
1.067731538E0,2.873042040E-2,8.619125932E-2,9.830592155E0,9.831011977E0
1.069793761E0,4.070143029E-2,8.858546615E-2,9.828198433E0,9.828681927E0
1.071602807E0,2.873042040E-2,8.619125932E-2,9.823410034E0,9.823830163E0
1.073791499E0,1.675941236E-2,8.619125932E-2,9.823410034E0,9.823802447E0
1.075590576E0,1.436521020E-2,7.182604820E-2,9.825803757E0,9.826076776E0
1.077758720E0,1.915361360E-2,6.943184882E-2,9.835380554E0,9.835644274E0
1.079566615E0,4.070143029E-2,7.422025502E-2,9.837775230E0,9.838139394E0
1.081756458E0,3.351882473E-2,6.943184882E-2,9.823410034E0,9.823712587E0
1.083595884E0,1.436521020E-2,6.943184882E-2,9.811438560E0,9.811694745E0
1.085754196E0,7.182605099E-3,8.379705995E-2,9.818621635E0,9.818981839E0
1.087737806E0,7.182605099E-3,8.619125932E-2,9.825803757E0,9.826184406E0
1.089721417E0,1.436521020E-2,7.422025502E-2,9.823410034E0,9.823700917E0
1.091548422E0,2.394201607E-2,7.182604820E-2,9.804255486E0,9.804547813E0
1.093719155E0,2.154781483E-2,8.858546615E-2,9.821015358E0,9.821438507E0
1.095529461E0,1.197100803E-2,8.858546615E-2,9.825803757E0,9.826210366E0
1.097716892E0,1.915361360E-2,8.140286058E-2,9.821015358E0,9.821371388E0
1.099576615E0,9.576806799E-3,6.703764945E-2,9.818621635E0,9.818855156E0
1.101714631E0,1.675941236E-2,8.379705995E-2,9.825803757E0,9.826175364E0
1.103507230E0,2.154781483E-2,8.619125932E-2,9.821015358E0,9.821417204E0
1.105681851E0,1.436521020E-2,7.661445439E-2,9.828198433E0,9.828507545E0
1.107615576E0,2.154781483E-2,8.379705995E-2,9.830592155E0,9.830972911E0
1.109679589E0,2.394201607E-2,9.097966552E-2,9.823410034E0,9.823860505E0
1.111468769E0,1.197100803E-2,9.576806426E-2,9.828198433E0,9.828672304E0
1.113677328E0,1.915361360E-2,8.858546615E-2,9.816226959E0,9.816645352E0
1.115474461E0,2.154781483E-2,9.337386489E-2,9.816226959E0,9.816694693E0
1.117644548E0,3.112462163E-2,1.173158810E-1,9.811438560E0,9.812189276E0
1.119450038E0,3.591302410E-2,9.576806426E-2,9.818621635E0,9.819154347E0
1.121642286E0,2.394201607E-2,8.858546615E-2,9.835380554E0,9.835808622E0
1.123467922E0,2.633621916E-2,8.619125932E-2,9.840168953E0,9.840581667E0
1.125640024E0,1.915361360E-2,9.816227108E-2,9.835380554E0,9.835889047E0
1.127536076E0,9.576806799E-3,1.053448766E-1,9.818621635E0,9.819191417E0
1.129607245E0,1.197100803E-2,9.816227108E-2,9.811438560E0,9.811936902E0
1.131426961E0,2.873042040E-2,9.097966552E-2,9.804255486E0,9.804719698E0
1.133604982E0,2.873042040E-2,9.576806426E-2,9.821015358E0,9.821524302E0
1.135467730E0,2.394201607E-2,1.029506698E-1,9.818621635E0,9.819190541E0
1.137602721E0,1.915361360E-2,8.619125932E-2,9.804255486E0,9.804653049E0
1.139399845E0,1.675941236E-2,8.140286058E-2,9.811438560E0,9.811790557E0
1.141569941E0,2.394201607E-2,5.985504389E-2,9.818621635E0,9.818833264E0
1.143408922E0,2.873042040E-2,5.506663769E-2,9.821015358E0,9.821211760E0
1.145567679E0,3.591302410E-2,5.027823523E-2,9.821015358E0,9.821209717E0
1.147466615E0,4.070143029E-2,7.661445439E-2,9.821015358E0,9.821398528E0
1.149565418E0,3.830722719E-2,7.422025502E-2,9.821015358E0,9.821370513E0
1.151347384E0,3.351882473E-2,8.619125932E-2,9.823410034E0,9.823845334E0
1.153532638E0,1.436521020E-2,7.661445439E-2,9.828198433E0,9.828507545E0
1.155332576E0,2.394201607E-2,6.224924326E-2,9.825803757E0,9.826030107E0
1.157530376E0,3.351882473E-2,5.267243832E-2,9.825803757E0,9.826002105E0
1.159307769E0,2.633621916E-2,7.661445439E-2,9.825803757E0,9.826137738E0
1.161528114E0,2.394201607E-2,8.379705995E-2,9.825803757E0,9.826190240E0
1.163330692E0,2.873042040E-2,8.619125932E-2,9.830592155E0,9.831011977E0
1.165525852E0,3.830722719E-2,9.576806426E-2,9.825803757E0,9.826345121E0
1.167411999E0,1.197100803E-2,1.005564705E-1,9.821015358E0,9.821537434E0
1.169493072E0,1.675941236E-2,1.149216816E-1,9.828198433E0,9.828884591E0
1.171302999E0,4.070143029E-2,1.173158810E-1,9.832986832E0,9.833770877E0
1.173490811E0,4.070143029E-2,1.005564705E-1,9.818621635E0,9.819220897E0
1.175304615E0,3.351882473E-2,9.576806426E-2,9.823410034E0,9.823934025E0
1.177488549E0,2.154781483E-2,1.077390760E-1,9.828198433E0,9.828812566E0
1.179264230E0,2.394201607E-2,1.173158810E-1,9.806650162E0,9.807381079E0
1.181455770E0,1.197100803E-2,1.125274822E-1,9.804255486E0,9.804908534E0
1.183262845E0,9.576806799E-3,1.149216816E-1,9.835380554E0,9.836056596E0
1.185453508E0,1.197100803E-2,1.077390760E-1,9.835380554E0,9.835977921E0
1.187372538E0,1.197100803E-2,1.005564705E-1,9.825803757E0,9.826325578E0
1.189451245E0,3.112462163E-2,8.619125932E-2,9.835380554E0,9.835807456E0
1.191230576E0,2.394201607E-2,9.576806426E-2,9.840168953E0,9.840664092E0
1.193418466E0,3.112462163E-2,9.576806426E-2,9.840168953E0,9.840684188E0
1.195201038E0,2.873042040E-2,8.379705995E-2,9.825803757E0,9.826203074E0
1.197416204E0,1.675941236E-2,8.140286058E-2,9.806650162E0,9.807002330E0
1.199237268E0,7.182605099E-3,8.379705995E-2,9.816226959E0,9.816587251E0
1.201383424E0,1.436521020E-2,8.140286058E-2,9.821015358E0,9.821363217E0
1.203181845E0,1.197100803E-2,9.097966552E-2,9.821015358E0,9.821444052E0
1.205381163E0,1.675941236E-2,8.379705995E-2,9.830592155E0,9.830963582E0
1.207285192E0,1.197100803E-2,7.182604820E-2,9.832986832E0,9.833256445E0
1.209378901E0,4.788403399E-3,6.464344263E-2,9.830592155E0,9.830805859E0
1.211154076E0,3.112462163E-2,6.224924326E-2,9.813833237E0,9.814080013E0
1.213346121E0,3.351882473E-2,7.182604820E-2,9.811438560E0,9.811758717E0
1.215172461E0,1.197100803E-2,8.140286058E-2,9.825803757E0,9.826148238E0
1.217343860E0,-1.436521020E-2,7.900865376E-2,9.813833237E0,9.814161784E0
1.219154268E0,1.197100803E-2,8.140286058E-2,9.818621635E0,9.818966369E0
1.221341597E0,4.788403399E-3,7.422025502E-2,9.809044838E0,9.809326797E0
1.223125499E0,-7.182605099E-3,5.985504389E-2,9.811438560E0,9.811623762E0
1.225308818E0,2.394201700E-3,6.464344263E-2,9.821015358E0,9.821228394E0
1.227263768E0,7.182605099E-3,8.140286058E-2,9.821015358E0,9.821355338E0
1.229306556E0,1.675941236E-2,8.379705995E-2,9.821015358E0,9.821387147E0
1.231108115E0,2.154781483E-2,7.422025502E-2,9.806650162E0,9.806954693E0
1.233304294E0,1.675941236E-2,7.661445439E-2,9.811438560E0,9.811751998E0
1.235092345E0,1.436521020E-2,7.661445439E-2,9.818621635E0,9.818931049E0
1.237271514E0,3.351882473E-2,7.900865376E-2,9.801861763E0,9.802237495E0
1.239076192E0,1.436521020E-2,7.900865376E-2,9.799467087E0,9.799796116E0
